nickname,region,tier,lp,wins,top4,champ_1,games_champ_1,champ_2,games_champ_2,champ_3,games_champ_3,champ_4,games_champ_4,champ_5,games_champ_5
LordBrutusV#EUW,euw,,483 LP,5,17,빅토르,8.0,엘리스,8.0,제리,8.0,스카,8.0,가렌,8.0
Meloric#EUW,euw,,482 LP,4,10,엘리스,9.0,제이스,8.0,블리츠크랭크,8.0,실코,8.0,르블랑,7.0
RVS North#EUW,euw,,482 LP,3,13,엘리스,8.0,가렌,8.0,코르키,7.0,스카,7.0,누누와 윌럼프,7.0
Le Grand Palmier#EUW,euw,,481 LP,8,15,럼블,8.0,일라오이,8.0,빅토르,7.0,암베사,7.0,스웨인,7.0
MIKASKAN TFT#EUW,euw,,480 LP,0,12,엘리스,11.0,스웨인,8.0,르블랑,7.0,블라디미르,6.0,가렌,6.0
Big Tommyyyyyyy#2774,euw,,479 LP,5,12,럼블,8.0,엘리스,8.0,일라오이,8.0,코르키,8.0,렐,7.0
CST SKIRIPAP#CST,euw,,479 LP,2,5,엘리스,13.0,에코,7.0,제이스,6.0,문도 박사,6.0,갱플랭크,6.0
Gansdayangma#EUW,euw,,479 LP,1,9,엘리스,12.0,갱플랭크,10.0,럼블,9.0,에코,9.0,코르키,9.0
Seahorse#EUW11,euw,,478 LP,2,11,엘리스,10.0,바이,8.0,문도 박사,6.0,럼블,6.0,누누와 윌럼프,6.0
Occams Razor#EST,euw,,478 LP,3,11,엘리스,9.0,암베사,8.0,갱플랭크,7.0,일라오이,7.0,블라디미르,6.0
Riapildescieux#EUW,euw,,478 LP,1,16,일라오이,11.0,렐,10.0,이렐리아,8.0,제이스,8.0,럼블,7.0
Freeky#meow,euw,,478 LP,3,13,럼블,11.0,바이,10.0,암베사,8.0,로리스,8.0,엘리스,7.0
Demon4458#EUW,euw,,478 LP,4,12,코르키,10.0,엘리스,9.0,럼블,9.0,로리스,9.0,트리스타나,8.0
Kalan#EUW11,euw,,477 LP,3,9,럼블,9.0,엘리스,9.0,갱플랭크,8.0,에코,8.0,렐,7.0
Breizhcoco#8214,euw,,477 LP,0,8,엘리스,13.0,가렌,10.0,바이,9.0,블라디미르,8.0,르블랑,7.0
sussytai#sus,euw,,477 LP,2,12,엘리스,13.0,갱플랭크,7.0,누누와 윌럼프,7.0,문도 박사,7.0,모데카이저,6.0
wondeRdotes#TFT,euw,,477 LP,4,10,엘리스,9.0,암베사,8.0,일라오이,8.0,이즈리얼,7.0,바이,6.0
ExplosiveTr#EUW,euw,,477 LP,8,14,럼블,10.0,갱플랭크,10.0,엘리스,10.0,코르키,9.0,에코,8.0
CST Kadhafi#CST,euw,,476 LP,1,10,일라오이,10.0,이렐리아,9.0,렐,9.0,럼블,8.0,에코,7.0
ChocoBN#GATO,euw,,476 LP,1,11,엘리스,10.0,제이스,8.0,케이틀린,8.0,에코,7.0,바이,7.0
Roses feat ROZES#TCS,euw,,476 LP,6,14,엘리스,11.0,트리스타나,10.0,에코,9.0,갱플랭크,9.0,일라오이,8.0
Hushy#2306,euw,,476 LP,3,10,럼블,8.0,엘리스,8.0,로리스,7.0,암베사,7.0,이렐리아,7.0
GodFatheR#tft,euw,,476 LP,5,9,엘리스,10.0,자이라,7.0,우르곳,7.0,이즈리얼,6.0,바이,6.0
POUILLEMISHETTE#VIETN,euw,,475 LP,3,14,엘리스,12.0,르블랑,12.0,블라디미르,11.0,가렌,8.0,스웨인,8.0
Hairu#Ihei,euw,,475 LP,4,9,엘리스,12.0,바이,11.0,누누와 윌럼프,7.0,트위스티드 페이트,7.0,암베사,7.0
Andrey0909#EUW,euw,,475 LP,3,13,럼블,11.0,트위스티드 페이트,9.0,암베사,9.0,로리스,8.0,바이,7.0
Diaja#EUW,euw,,475 LP,1,6,코르키,12.0,엘리스,11.0,에코,9.0,파우더,9.0,바이,9.0
XTrekz#EUW,euw,,474 LP,4,10,엘리스,8.0,빅토르,7.0,트리스타나,7.0,갱플랭크,7.0,암베사,6.0
Dizzmi#125,euw,,474 LP,2,7,가렌,9.0,코르키,7.0,스카,7.0,일라오이,7.0,엘리스,6.0
TheBlackLegChef#EUW,euw,,474 LP,3,9,렐,10.0,일라오이,10.0,이렐리아,9.0,르블랑,7.0,럼블,7.0
Wraleqon#8189,euw,,472 LP,0,9,엘리스,14.0,에코,12.0,제이스,8.0,갱플랭크,8.0,파우더,8.0
Guten0Appetit#666,euw,,472 LP,1,9,갱플랭크,11.0,밴더,10.0,우르곳,10.0,바이,10.0,파우더,9.0
Pizookie#2024,euw,,471 LP,3,14,엘리스,9.0,가렌,8.0,로리스,8.0,에코,7.0,제리,7.0
s3ndLov3#eneMs,euw,,471 LP,8,12,엘리스,14.0,자이라,9.0,코르키,9.0,문도 박사,9.0,우르곳,9.0
TJKempkes#EUW,euw,,470 LP,1,5,엘리스,10.0,암베사,7.0,트위스티드 페이트,7.0,케이틀린,6.0,럼블,6.0
noneofyourbis#bis,euw,,470 LP,1,7,럼블,10.0,코르키,10.0,엘리스,9.0,렐,8.0,일라오이,8.0
keepF1#EUW,euw,,469 LP,2,9,럼블,9.0,엘리스,7.0,모데카이저,6.0,에코,6.0,갱플랭크,6.0
dragon53179#EUW,euw,,469 LP,2,3,엘리스,12.0,로리스,9.0,럼블,7.0,바이,7.0,에코,6.0
XAVI#VKV0,euw,,469 LP,2,8,엘리스,15.0,암베사,8.0,바이,7.0,케이틀린,6.0,코르키,6.0
Zanderi#EUW,euw,,468 LP,4,14,바이,12.0,럼블,11.0,코르키,9.0,에코,9.0,로리스,8.0
watery#EUW,euw,,467 LP,1,13,엘리스,8.0,제이스,7.0,트위치,7.0,문도 박사,7.0,일라오이,6.0
AssumingBarn#REAL,euw,,466 LP,6,17,엘리스,11.0,갱플랭크,8.0,럼블,7.0,바이,7.0,스웨인,7.0
Nevada34#N34,euw,,466 LP,3,10,코르키,9.0,에코,9.0,갱플랭크,7.0,누누와 윌럼프,7.0,엘리스,7.0
Damerio#EUW,euw,,466 LP,4,12,워윅,6.0,에코,6.0,렐,6.0,일라오이,5.0,카밀,5.0
Omino blue#EUW,euw,,466 LP,3,10,일라오이,9.0,이렐리아,8.0,렐,8.0,엘리스,8.0,이즈리얼,7.0
ich bin fakour#EUW,euw,,465 LP,3,7,일라오이,9.0,렐,8.0,이렐리아,7.0,하이머딩거,7.0,럼블,7.0
manwtf#EUW,euw,,465 LP,3,10,엘리스,10.0,르블랑,9.0,조이,8.0,블라디미르,8.0,스웨인,8.0
hames123#EUW,euw,,465 LP,1,13,엘리스,12.0,에코,11.0,일라오이,8.0,누누와 윌럼프,6.0,징크스,6.0
AnAkEr SkYwAlKiN#EUW,euw,,465 LP,6,14,엘리스,9.0,로리스,8.0,암베사,8.0,스웨인,6.0,모데카이저,6.0
So6 Lentilles#777,euw,,465 LP,2,11,이즈리얼,10.0,일라오이,10.0,엘리스,9.0,코르키,9.0,이렐리아,9.0
DdyZo#EUW,euw,,464 LP,4,11,럼블,9.0,일라오이,8.0,갱플랭크,8.0,이렐리아,7.0,이즈리얼,7.0
MetalManatee#Baga,euw,,464 LP,2,10,에코,8.0,엘리스,8.0,제이스,6.0,조이,6.0,징크스,6.0
MôMô#EUW,euw,,464 LP,5,13,엘리스,8.0,누누와 윌럼프,7.0,일라오이,6.0,트리스타나,6.0,갱플랭크,6.0
Momo Gaming69#EUW,euw,,464 LP,4,9,에코,8.0,엘리스,7.0,코르키,7.0,가렌,6.0,조이,6.0
Taroß#EUW,euw,,464 LP,3,9,엘리스,11.0,가렌,7.0,스웨인,7.0,블라디미르,7.0,파우더,6.0
Effect#EU03,euw,,464 LP,3,9,엘리스,13.0,에코,10.0,누누와 윌럼프,8.0,럼블,6.0,제이스,6.0
Lylia#EUW,euw,,463 LP,2,7,엘리스,8.0,암베사,7.0,트리스타나,6.0,바이,6.0,블라디미르,5.0
free palestine#MEA,euw,,462 LP,2,11,엘리스,15.0,제이스,13.0,문도 박사,11.0,르블랑,10.0,실코,10.0
Shippidge443#nhf,euw,,461 LP,2,12,엘리스,11.0,제이스,8.0,일라오이,8.0,레오나,7.0,렐,7.0
KE DrFoufousse#Fouf,euw,,461 LP,0,7,가렌,10.0,암베사,8.0,바이,7.0,문도 박사,6.0,엘리스,6.0
Taize#EUW,euw,,461 LP,0,11,일라오이,7.0,이렐리아,7.0,이즈리얼,6.0,암베사,6.0,바이,6.0
LES POELETEFAL#EUW,euw,,460 LP,5,14,가렌,8.0,엘리스,7.0,갱플랭크,7.0,누누와 윌럼프,7.0,로리스,7.0
Haradon8#EUW,euw,,459 LP,4,11,엘리스,10.0,빅토르,8.0,제이스,8.0,가렌,8.0,스웨인,7.0
Jaeben#JDB,euw,,458 LP,3,9,엘리스,12.0,럼블,9.0,갱플랭크,8.0,코르키,8.0,스웨인,8.0
TNI ThunderKing8#0803,euw,,458 LP,4,9,가렌,10.0,엘리스,8.0,갱플랭크,7.0,트리스타나,7.0,세비카,6.0
o dani joga tft#fast8,euw,,458 LP,3,14,에코,13.0,가렌,11.0,바이,8.0,파우더,7.0,로리스,7.0
michel shuai ge#CHEN,euw,,458 LP,3,11,에코,10.0,럼블,8.0,제이스,7.0,빅토르,7.0,바이,6.0
feero#aph,euw,,457 LP,3,13,세비카,6.0,다리우스,6.0,밴더,6.0,엘리스,6.0,드레이븐,6.0
UnlimitedBl4de#EUW,euw,,457 LP,3,14,에코,13.0,가렌,11.0,스카,8.0,파우더,8.0,카밀,8.0
Jokz 2atch#EUW,euw,,456 LP,4,11,엘리스,10.0,에코,8.0,카밀,6.0,스텝,6.0,바이,6.0
Alex#P010,euw,,455 LP,3,11,암베사,8.0,럼블,7.0,가렌,7.0,에코,7.0,렐,7.0
Fridoliiin#EUW,euw,,454 LP,3,13,엘리스,13.0,갱플랭크,7.0,코르키,7.0,블라디미르,6.0,럼블,6.0
Psyanna#EUW,euw,,454 LP,2,6,에코,10.0,가렌,10.0,엘리스,9.0,바이,7.0,스카,6.0
Hugo le truand#EUW,euw,,453 LP,1,8,엘리스,11.0,모데카이저,8.0,바이,8.0,가렌,6.0,르블랑,6.0
el rosenfold#EUW,euw,,452 LP,0,5,럼블,9.0,에코,8.0,바이,7.0,가렌,6.0,스카,6.0
FG Arliden#FRAUD,euw,,452 LP,6,12,케이틀린,9.0,바이,8.0,제이스,8.0,럼블,7.0,암베사,7.0
OmegaOlaf0#EUW,euw,,452 LP,2,13,가렌,9.0,파우더,7.0,스카,7.0,에코,7.0,제리,6.0
JochardJoestar#EUW,euw,,452 LP,0,14,일라오이,10.0,이즈리얼,9.0,제이스,9.0,가렌,8.0,렐,8.0
TNI nenex2xx#ESP,euw,,452 LP,2,6,엘리스,8.0,에코,7.0,일라오이,7.0,암베사,6.0,파우더,6.0
Bîchon#EUW,euw,,451 LP,5,10,엘리스,10.0,트위치,8.0,암베사,7.0,케이틀린,7.0,일라오이,7.0
Guy Ess#mai,euw,,451 LP,1,8,엘리스,16.0,누누와 윌럼프,10.0,코르키,8.0,갱플랭크,8.0,에코,7.0
TooThose#EUW,euw,,451 LP,3,9,에코,14.0,엘리스,11.0,파우더,8.0,바이,8.0,갱플랭크,7.0
p1kaqiu#7488,euw,,451 LP,3,10,엘리스,9.0,레나타 글라스크,8.0,누누와 윌럼프,7.0,암베사,6.0,렐,6.0
McKaγn#EUW,euw,,450 LP,4,11,에코,9.0,파우더,9.0,바이,8.0,로리스,8.0,코르키,7.0
Spexpert#Spex,euw,,450 LP,2,8,엘리스,13.0,블라디미르,9.0,가렌,9.0,카시오페아,7.0,르블랑,7.0
errejón of tft#EONO,euw,,450 LP,3,12,스텝,9.0,매디,9.0,로리스,9.0,트위스티드 페이트,9.0,바이,9.0
Kevan77#5343,euw,,448 LP,3,9,문도 박사,9.0,엘리스,9.0,실코,8.0,가렌,8.0,세비카,7.0
Red XRAy#EUW,euw,,448 LP,1,9,암베사,7.0,렐,7.0,럼블,6.0,이렐리아,6.0,레오나,6.0
Topsoloking#EUW,euw,,448 LP,5,12,엘리스,14.0,제이스,7.0,갱플랭크,7.0,실코,6.0,신지드,6.0
EA18 JDZ#777,euw,,448 LP,4,10,에코,27.0,코르키,19.0,엘리스,19.0,갱플랭크,16.0,럼블,15.0
Dgyllos#EUW,euw,,448 LP,3,13,럼블,10.0,에코,8.0,일라오이,8.0,트리스타나,8.0,엘리스,8.0
Omaestro#2ez,euw,,447 LP,3,11,엘리스,12.0,바이,8.0,암베사,8.0,일라오이,7.0,에코,6.0
temet nosce#awawa,euw,,447 LP,2,7,엘리스,8.0,코르키,8.0,에코,7.0,트리스타나,7.0,가렌,6.0
TEHGEO#5468,euw,,447 LP,0,7,엘리스,11.0,누누와 윌럼프,7.0,암베사,6.0,렐,6.0,트리스타나,6.0
Lo0kzor#EUW,euw,,446 LP,0,10,엘리스,10.0,럼블,8.0,바이,7.0,로리스,6.0,문도 박사,6.0
Paulone#1605,euw,,446 LP,3,12,제이스,11.0,엘리스,9.0,일라오이,8.0,가렌,8.0,이렐리아,7.0
DemonAdvocat3#EUW,euw,,446 LP,2,13,엘리스,12.0,에코,10.0,일라오이,9.0,럼블,9.0,갱플랭크,8.0
WildTsidisXDD#1235,euw,,445 LP,5,15,파우더,11.0,로리스,8.0,밴더,8.0,갱플랭크,7.0,렐,6.0
Staffbuster#EUW,euw,,445 LP,3,11,엘리스,11.0,문도 박사,8.0,케이틀린,8.0,럼블,7.0,바이,7.0
mugiwaramugiwara#EUW,euw,,445 LP,1,9,엘리스,11.0,블라디미르,8.0,스웨인,8.0,나미,7.0,누누와 윌럼프,7.0
dur0#GGG,euw,,444 LP,5,14,엘리스,10.0,파우더,10.0,에코,10.0,가렌,9.0,빅토르,8.0
Crossing stream#EUW,euw,,444 LP,5,10,엘리스,16.0,코르키,9.0,갱플랭크,9.0,에코,9.0,럼블,9.0
Galoubi#EUW,euw,,443 LP,2,11,일라오이,9.0,가렌,8.0,나미,7.0,트리스타나,7.0,렐,7.0
mesag#2727,euw,,443 LP,1,14,엘리스,13.0,문도 박사,9.0,모데카이저,7.0,제이스,7.0,케이틀린,7.0
Laremss#EUW,euw,,443 LP,6,14,암베사,10.0,로리스,8.0,엘리스,8.0,갱플랭크,7.0,가렌,6.0
truss#EUW,euw,,443 LP,4,10,엘리스,10.0,바이,10.0,일라오이,8.0,로리스,8.0,렐,6.0
Dark#ICLD,euw,,443 LP,3,14,가렌,10.0,이렐리아,6.0,에코,6.0,엘리스,6.0,일라오이,5.0
RiukTroll#EUW,euw,,443 LP,6,13,엘리스,14.0,일라오이,8.0,세트,8.0,조이,8.0,럼블,7.0
Zatsumoto#7112,euw,,443 LP,1,10,엘리스,11.0,럼블,9.0,바이,9.0,스웨인,8.0,제이스,5.0
ACE SanGofab#EUW,euw,,442 LP,3,9,가렌,9.0,엘리스,9.0,제이스,8.0,바이,7.0,르블랑,6.0
Baschtian#EUW,euw,,442 LP,5,12,엘리스,10.0,로리스,8.0,블라디미르,8.0,스웨인,8.0,렐,7.0
Souffre#EUW,euw,,442 LP,5,12,렐,11.0,일라오이,11.0,하이머딩거,10.0,신지드,10.0,럼블,9.0
爱 错#可以了,euw,,442 LP,6,9,엘리스,9.0,럼블,8.0,갱플랭크,7.0,로리스,7.0,암베사,7.0
Hadi#016,euw,,442 LP,6,10,엘리스,10.0,갱플랭크,9.0,럼블,8.0,문도 박사,6.0,바이,6.0
twitchtvCraxxy2#6256,euw,,442 LP,2,12,트리스타나,8.0,암베사,7.0,코르키,7.0,럼블,7.0,에코,7.0
Twilightchapter7#EUW,euw,,442 LP,4,8,엘리스,11.0,바이,11.0,누누와 윌럼프,10.0,트위치,10.0,매디,9.0
frennies#EUW,euw,,441 LP,5,16,엘리스,10.0,제이스,8.0,블라디미르,5.0,르블랑,5.0,바이,5.0
oly#EUW11,euw,,441 LP,4,10,에코,8.0,코르키,7.0,갱플랭크,7.0,누누와 윌럼프,7.0,럼블,7.0
HLTT#EUW,euw,,440 LP,2,9,이즈리얼,9.0,일라오이,9.0,코르키,8.0,가렌,7.0,제이스,7.0
ibro3#ibro,euw,,440 LP,5,13,엘리스,13.0,스웨인,8.0,갱플랭크,7.0,제이스,6.0,누누와 윌럼프,6.0
BigPotato#2366,euw,,440 LP,3,11,엘리스,11.0,가렌,10.0,블라디미르,10.0,르블랑,8.0,스웨인,8.0
Baschtian II#EUW,euw,,439 LP,5,10,엘리스,11.0,암베사,9.0,이렐리아,7.0,에코,7.0,코르키,7.0
Verdio#xnt,euw,,439 LP,4,14,엘리스,13.0,럼블,10.0,코르키,8.0,문도 박사,8.0,갱플랭크,6.0
nownaim#EUW,euw,,439 LP,2,10,제이스,8.0,럼블,7.0,엘리스,7.0,일라오이,7.0,갱플랭크,7.0
Relocate#EUW,euw,,439 LP,3,10,암베사,12.0,일라오이,11.0,렐,9.0,트위스티드 페이트,9.0,이렐리아,8.0
Gudaz1#Gudaz,euw,,439 LP,3,10,엘리스,12.0,갱플랭크,11.0,바이,9.0,코르키,8.0,에코,8.0
LAVEUR2Q#00000,euw,,439 LP,2,9,제이스,8.0,바이,8.0,일라오이,7.0,엘리스,7.0,모데카이저,6.0
SeeYoulnSpace#EUW,euw,,438 LP,0,12,엘리스,10.0,트리스타나,8.0,에코,8.0,코르키,8.0,갱플랭크,7.0
MoonMan93#EUW,euw,,438 LP,2,10,일라오이,7.0,암베사,7.0,엘리스,7.0,렐,6.0,제이스,6.0
M0rg0thTFT#EUW,euw,,438 LP,2,12,코르키,10.0,일라오이,8.0,이렐리아,7.0,이즈리얼,7.0,럼블,7.0
Wathy#0000,euw,,437 LP,5,12,바이,16.0,갱플랭크,15.0,매디,15.0,엘리스,14.0,스텝,14.0
EDG Lumarpin#EUW,euw,,437 LP,2,6,럼블,9.0,빅토르,6.0,암베사,6.0,렐,5.0,일라오이,5.0
testing321#EUW,euw,,435 LP,0,10,일라오이,10.0,엘리스,9.0,럼블,8.0,징크스,6.0,이렐리아,6.0
Mûllemeck#EUW,euw,,435 LP,4,9,바이,13.0,갱플랭크,11.0,로리스,11.0,에코,10.0,엘리스,10.0
prima do rastas4#EUW,euw,,434 LP,4,8,엘리스,12.0,바이,11.0,문도 박사,9.0,트위치,8.0,럼블,7.0
Sanna Marin#EUW,euw,,433 LP,5,14,코르키,12.0,일라오이,11.0,럼블,11.0,이즈리얼,11.0,레오나,10.0
scebaeuw#EUW,euw,,433 LP,4,10,일라오이,13.0,럼블,11.0,조이,11.0,세트,11.0,이렐리아,11.0
CptTR#Cpt,euw,,433 LP,1,10,엘리스,14.0,스웨인,8.0,조이,7.0,일라오이,7.0,블라디미르,7.0
PeloDeNice#EUW,euw,,433 LP,1,11,일라오이,9.0,엘리스,7.0,코르키,7.0,바이,7.0,갱플랭크,5.0
Lost#3744,euw,,432 LP,2,10,엘리스,10.0,바이,9.0,암베사,7.0,가렌,7.0,나미,7.0
ysociety#EUW,euw,,432 LP,6,14,엘리스,10.0,럼블,8.0,문도 박사,7.0,누누와 윌럼프,7.0,제이스,6.0
TFT Mixpy#EUW,euw,,432 LP,3,12,엘리스,10.0,암베사,9.0,제이스,8.0,로리스,8.0,르블랑,6.0
PiecePeaceee#tft,euw,,432 LP,2,8,에코,12.0,엘리스,10.0,암베사,9.0,갱플랭크,8.0,바이,8.0
0HFJ0#EUW,euw,,431 LP,3,15,엘리스,9.0,빅토르,7.0,카밀,7.0,코르키,7.0,갱플랭크,7.0
zer0#PPE0,euw,,430 LP,1,9,에코,8.0,럼블,8.0,카밀,8.0,스미치,8.0,로리스,7.0
Casualultra#EUW,euw,,429 LP,3,12,엘리스,14.0,코르키,8.0,누누와 윌럼프,7.0,가렌,7.0,갱플랭크,6.0
Lynnc#FGL,euw,,429 LP,4,12,일라오이,9.0,이렐리아,8.0,렐,8.0,엘리스,7.0,바이,6.0
Peepsy#EUW,euw,,429 LP,3,9,바이,9.0,엘리스,8.0,로리스,8.0,암베사,7.0,일라오이,6.0
MostWantedPirat3#7140,euw,,429 LP,3,15,엘리스,17.0,모데카이저,7.0,제이스,7.0,블라디미르,7.0,렐,7.0
Ruben#2345,euw,,428 LP,2,9,엘리스,9.0,렐,9.0,럼블,8.0,코르키,7.0,제이스,6.0
Lousada#EUW,euw,,428 LP,1,10,일라오이,11.0,이렐리아,9.0,렐,9.0,이즈리얼,7.0,럼블,7.0
JkAruu#EUW,euw,,428 LP,1,11,일라오이,9.0,렐,9.0,이즈리얼,8.0,코르키,7.0,레오나,6.0
Southnew#EUW,euw,,428 LP,4,16,엘리스,11.0,르블랑,8.0,세트,7.0,이렐리아,7.0,일라오이,7.0
Ratio#6669,euw,,427 LP,3,13,엘리스,13.0,누누와 윌럼프,11.0,케이틀린,8.0,자이라,8.0,문도 박사,7.0
TheIc3creamman#EUW,euw,,427 LP,2,10,로리스,9.0,에코,8.0,가렌,7.0,징크스,5.0,블라디미르,5.0
Sevilon#1337,euw,,427 LP,2,10,에코,12.0,가렌,11.0,카밀,10.0,파우더,9.0,제리,8.0
Blackg#EUW,euw,,426 LP,1,9,에코,16.0,럼블,10.0,파우더,9.0,바이,9.0,카밀,7.0
Potato#Jon,euw,,426 LP,3,9,엘리스,11.0,암베사,9.0,블라디미르,9.0,스웨인,9.0,바이,8.0
zelusiowaa13#wika,euw,,426 LP,3,8,엘리스,10.0,일라오이,7.0,에코,6.0,럼블,6.0,문도 박사,6.0
Pham#alt,euw,,426 LP,3,11,엘리스,12.0,누누와 윌럼프,7.0,코르키,7.0,일라오이,7.0,트리스타나,7.0
CaptainTurdplank#EUW,euw,,425 LP,3,9,엘리스,10.0,제이스,8.0,블라디미르,7.0,바이,6.0,스웨인,6.0
DALI7#EUW,euw,,425 LP,2,9,에코,8.0,엘리스,7.0,바이,7.0,럼블,7.0,조이,6.0
twujhomik#EUW,euw,,425 LP,1,8,코르키,12.0,이즈리얼,11.0,럼블,10.0,엘리스,10.0,레오나,8.0
DEMONIMUTSI#兆SURU,euw,,425 LP,2,14,럼블,10.0,이렐리아,8.0,일라오이,8.0,엘리스,8.0,제이스,7.0
Phyllalix#EUW,euw,,424 LP,2,11,이렐리아,8.0,일라오이,8.0,암베사,8.0,바이,7.0,이즈리얼,7.0
purpleLILLIFEE#EUW,euw,,424 LP,5,10,갱플랭크,11.0,럼블,10.0,엘리스,10.0,바이,8.0,파우더,7.0
Zwonvill#EUW,euw,,424 LP,1,12,엘리스,10.0,갱플랭크,8.0,럼블,8.0,바이,8.0,코르키,8.0
Synthuras#001,euw,,424 LP,1,10,럼블,9.0,제이스,8.0,일라오이,8.0,로리스,7.0,케이틀린,6.0
CL 哈密爪#HAMI,euw,,424 LP,3,10,엘리스,11.0,암베사,9.0,스웨인,9.0,럼블,8.0,제이스,8.0
Rhyctus#EUW,euw,,424 LP,4,14,일라오이,10.0,엘리스,9.0,조이,9.0,스웨인,8.0,럼블,7.0
RekThum Bashing#56042,euw,,424 LP,4,12,엘리스,12.0,일라오이,8.0,문도 박사,8.0,블라디미르,8.0,이렐리아,7.0
HYD Kyliloo#EUW,euw,,423 LP,1,9,갱플랭크,10.0,엘리스,8.0,럼블,7.0,트리스타나,7.0,에코,7.0
Chamaa#KEKW,euw,,423 LP,4,12,엘리스,12.0,코르키,8.0,우르곳,7.0,누누와 윌럼프,7.0,럼블,7.0
diqozy#EUW,euw,,423 LP,1,11,엘리스,10.0,바이,7.0,제이스,6.0,우르곳,6.0,럼블,6.0
Baneworth#EUW,euw,,422 LP,2,12,로리스,13.0,바이,10.0,일라오이,9.0,럼블,8.0,에코,8.0
Menderes TFT#EUW,euw,,422 LP,3,14,엘리스,16.0,케이틀린,12.0,바이,10.0,문도 박사,10.0,트위치,9.0
Tensy#ABCG,euw,,422 LP,4,10,갱플랭크,7.0,레오나,7.0,렐,7.0,하이머딩거,7.0,럼블,6.0
Slaughter House#444,euw,,422 LP,0,7,에코,10.0,엘리스,9.0,코르키,7.0,파우더,6.0,갱플랭크,6.0
grosbiscoto#EUW,euw,,421 LP,5,13,엘리스,10.0,럼블,8.0,제이스,8.0,갱플랭크,6.0,세트,6.0
ACE Softstyle#EUW,euw,,421 LP,4,13,엘리스,16.0,문도 박사,10.0,바이,7.0,르블랑,6.0,에코,6.0
orange cat#0666,euw,,421 LP,3,11,엘리스,12.0,문도 박사,9.0,이렐리아,8.0,일라오이,8.0,제이스,7.0
ψ CRUEL PACT ψ#EUW ψ,euw,,421 LP,2,7,엘리스,8.0,바이,8.0,럼블,6.0,로리스,6.0,갱플랭크,6.0
Serendipity#0707,euw,,421 LP,2,14,엘리스,14.0,제이스,7.0,블라디미르,6.0,누누와 윌럼프,6.0,럼블,6.0
Kato516#EUW,euw,,420 LP,3,14,엘리스,14.0,제이스,9.0,가렌,9.0,블라디미르,7.0,럼블,7.0
GTRP1#EUW,euw,,420 LP,2,13,엘리스,12.0,문도 박사,8.0,빅토르,7.0,자이라,7.0,바이,7.0
Zamnato#edgy,euw,,420 LP,2,9,갱플랭크,15.0,엘리스,15.0,럼블,14.0,코르키,9.0,파우더,8.0
FF P4c3S#1111,euw,,420 LP,4,15,엘리스,12.0,제이스,7.0,일라오이,7.0,모데카이저,7.0,조이,7.0
CristianIbon#1011,euw,,420 LP,6,15,문도 박사,11.0,엘리스,10.0,모데카이저,7.0,실코,7.0,르블랑,7.0
TRONC TOUT FRELE#MOU,euw,,419 LP,3,15,가렌,9.0,에코,8.0,엘리스,8.0,럼블,6.0,스카,6.0
Malphitegame#EUW,euw,,419 LP,3,10,에코,11.0,엘리스,8.0,이렐리아,7.0,일라오이,7.0,이즈리얼,6.0
5HC Çaramba#EUW,euw,,419 LP,5,11,에코,10.0,엘리스,9.0,암베사,7.0,코르키,7.0,갱플랭크,7.0
KhilEUW#EUW,euw,,419 LP,7,13,엘리스,12.0,누누와 윌럼프,11.0,모데카이저,9.0,럼블,7.0,스웨인,7.0
trukanshii#EUW,euw,,418 LP,4,10,엘리스,11.0,암베사,7.0,로리스,6.0,신지드,5.0,렐,5.0
Sir Quade#EUW,euw,,418 LP,2,10,로리스,8.0,바이,8.0,암베사,7.0,일라오이,6.0,매디,6.0
Bá Đạo Liên Minh#6821,euw,,418 LP,2,9,가렌,10.0,블라디미르,9.0,엘리스,9.0,에코,7.0,트리스타나,7.0
NotWinton#5630,euw,,418 LP,2,11,럼블,7.0,렐,7.0,이즈리얼,7.0,하이머딩거,7.0,바이,7.0
Deatheve#520,euw,,418 LP,2,15,엘리스,19.0,스웨인,10.0,블라디미르,9.0,나미,9.0,르블랑,8.0
The Glorious#EUW,euw,,417 LP,3,11,엘리스,12.0,코르키,9.0,일라오이,9.0,바이,8.0,이즈리얼,8.0
Gotta BeLevi#EUW,euw,,417 LP,1,8,일라오이,10.0,렐,8.0,누누와 윌럼프,7.0,트리스타나,7.0,이즈리얼,7.0
somohoo#EUW,euw,,417 LP,5,11,엘리스,12.0,일라오이,9.0,제이스,8.0,이렐리아,7.0,블라디미르,7.0
karte 25#0000,euw,,417 LP,2,9,바이,9.0,로리스,9.0,엘리스,9.0,암베사,8.0,가렌,7.0
GuttaManero#EUW,euw,,416 LP,3,13,럼블,11.0,엘리스,10.0,가렌,8.0,암베사,7.0,르블랑,5.0
RoubTFT#EUW,euw,,416 LP,4,14,에코,11.0,엘리스,10.0,스웨인,8.0,모데카이저,7.0,럼블,7.0
OKAYGEBUSINESS#FRAUD,euw,,416 LP,4,10,에코,9.0,엘리스,8.0,럼블,8.0,파우더,8.0,이렐리아,6.0
Echarpo#4444,euw,,415 LP,6,14,엘리스,11.0,에코,9.0,가렌,8.0,암베사,8.0,바이,6.0
EternalRe#007,euw,,415 LP,2,9,엘리스,9.0,우르곳,8.0,갱플랭크,7.0,에코,7.0,코르키,6.0
